,:@computed_region_6ryf_isx3,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,:@computed_region_rbt8_3x7n,:@computed_region_tx5f_5em3,address_number,agency,beat,case_number,city,date,district,end_date,geolocation,incident_id,incident_type,latitude,location,longitude,narrative,place,police_district_number,pra,sector,start_date,state,zip_code
553,,15.0,,,5.0,1100.0,TPPD,8T3,16050839,TAKOMA PARK,2016-10-03 20:40:40,TAKOMA PARK,2016-10-03T20:00:00.000,"{'type': 'Point', 'coordinates': [-76.989656, 38.990875]}",201101251,0632,38.99087466647666,1100  UNIVERSITY BLVD E,-76.98965600862978,LARCENY PURSE SNATCH UNDER $50,Grocery/Supermarket,TPPD,807.0,T,2016-10-03T19:22:00.000,MD,20912.0
554,,,,,,,MCPD,5M2,15001633,GAITHERSBURG,2015-01-11 00:03:11,GERMANTOWN,,,201006189,0813,,FIELDCREST  RD,,ASSAULT & BATTERY SPOUSE/PARTNER,Street - In vehicle,5D,416.0,M,2015-01-11T00:03:00.000,MD,20882.0
555,,,,,,,MCPD,3H2,15001736,SILVER SPRING,2015-01-11 17:28:34,SILVER SPRING,2015-01-11T17:28:00.000,,201006258,2739,,UNIVERSITY E BLV,,PANHANDLING,Street - Commercial,3D,156.0,H,2015-01-11T17:20:00.000,MD,20903.0
556,1.0,17.0,23.0,1.0,4.0,12000.0,MCPD,4L1,16050858,SILVER SPRING,2016-10-03 22:25:41,WHEATON,2016-10-03T23:30:00.000,"{'type': 'Point', 'coordinates': [-77.061474, 39.054028]}",201101252,2942,39.054028482100904,12000  COOK CT,-77.06147405678604,MENTAL TRANSPORT,Residence - Single Family,4D,328.0,L,2016-10-03T22:25:00.000,MD,20902.0
557,,,,,,,MCPD,5N1,15002109,GERMANTOWN,2015-01-13 21:30:08,GERMANTOWN,2015-01-13T21:30:00.000,,201006679,1834,,BENT WILLOW  CIR,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,447.0,N,2015-01-13T21:30:00.000,MD,20874.0
558,,,,,,,MCPD,3H2,15001774,SILVER SPRING,2015-01-12 01:39:56,SILVER SPRING,2015-01-12T01:39:00.000,,201006802,2812,,UNIVERSITY E BLV,,DRIVING UNDER THE INFLUENCE,Street - Commercial,3D,156.0,H,2015-01-12T01:39:00.000,MD,20902.0
559,,,,,,,MCPD,5N2,15002437,GERMANTOWN,2015-01-15 17:12:08,GERMANTOWN,,,201006953,1823,,BAY LEAF  WAY,,CDS-SELL-COCAINE& DERIVATIVES,Residence - Yard,5D,594.0,N,2015-01-15T17:12:00.000,MD,20874.0
560,,3062.0,,1.0,5.0,1300.0,TPPD,8T3,16050879,TAKOMA PARK,2016-10-04 03:00:04,TAKOMA PARK,2016-10-04T03:05:00.000,"{'type': 'Point', 'coordinates': [-76.987721, 38.988983]}",201101253,0623,38.98898288018477,1300  UNIVERSITY BLVD E,-76.98772113030064,LARCENY SHOPLIFTING $50 - $199,Convenience Store,TPPD,807.0,T,2016-10-04T03:00:00.000,MD,20912.0
561,,,,,,,GPD,6P3,15002775,GAITHERSBURG,2015-01-17 18:03:22,MONTGOMERY VILLAGE,,,201007177,2812,,N FREDERICK  AVE,,DRIVING UNDER THE INFLUENCE,Street - Other,6D,431.0,P,2015-01-17T18:03:00.000,MD,20877.0
562,1.0,71.0,25.0,12.0,3.0,500.0,RCPD,1A3,16050880,ROCKVILLE,2016-10-04 02:37:20,ROCKVILLE,2016-10-04T03:04:00.000,"{'type': 'Point', 'coordinates': [-77.143446, 39.090885]}",201101254,2913,39.09088530355702,500 N HORNERS LN,-77.14344627711178,SUDDEN DEATH NATURAL,Residence - Single Family,1D,286.0,A,2016-10-04T02:37:00.000,MD,
563,,,,,,,RCPD,1A3,15003963,ROCKVILLE,2015-01-25 01:05:06,ROCKVILLE,2015-01-25T01:05:00.000,,201008073,2812,,MONROE  ST,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,1D,276.0,A,2015-01-25T01:05:00.000,MD,20850.0
564,,,,,,,MCPD,1A1,15003948,ROCKVILLE,2015-01-24 23:22:08,ROCKVILLE,,,201008129,2812,,TOWER OAKS  BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,1D,264.0,A,2015-01-24T23:22:00.000,MD,20852.0
565,1.0,17.0,23.0,1.0,4.0,3200.0,MCPD,4L1,16050872,SILVER SPRING,2016-10-03 23:56:37,WHEATON,2016-10-04T00:30:00.000,"{'type': 'Point', 'coordinates': [-77.065045, 39.057008]}",201101255,1834,39.05700820646898,3200  CLAY ST,-77.0650453097646,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,4D,331.0,L,2016-10-03T23:56:00.000,MD,20902.0
566,1.0,36.0,39.0,1.0,2.0,11400.0,MCPD,5M1,16050875,GERMANTOWN,2016-10-04 01:24:31,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.239066, 39.198509]}",201101256,2742,39.198509445364095,11400  SCOTTSBURY TER,-77.23906643841748,EX PARTE/PROTECT. ORDER VIOL.,Residence - Single Family,5D,472.0,M,2016-10-04T01:24:00.000,MD,20876.0
567,1.0,39.0,39.0,1.0,2.0,12700.0,MCPD,5N2,16050768,GERMANTOWN,2016-10-03 14:18:58,GERMANTOWN,2016-10-03T14:00:00.000,"{'type': 'Point', 'coordinates': [-77.263003, 39.157277]}",201101257,2738,39.157277491366834,12700  SESAME SEED CT,-77.26300285077677,THREATENING/ANNOYING PHONE CALL,Residence -Townhouse/Duplex,5D,594.0,N,2016-10-01T09:00:00.000,MD,20874.0
568,1.0,36.0,39.0,1.0,2.0,20400.0,MCPD,5M1,16050736,GERMANTOWN,2016-10-03 10:39:52,GERMANTOWN,2016-10-03T10:39:00.000,"{'type': 'Point', 'coordinates': [-77.242709, 39.189837]}",201101258,0634,39.18983726075101,20400  APPLE HARVEST CIR,-77.24270909730791,LARCENY FROM AUTO UNDER $50,Street - Other,5D,468.0,M,2016-10-02T14:00:00.000,MD,
569,,,,,,,MCPD,5N1,15004457,GERMANTOWN,2015-01-28 09:29:24,GERMANTOWN,,,201008515,1831,,BENT WILLOW  CIR,,CDS-POSS- OPIUM & DERIVATIVES,Street - In vehicle,5D,447.0,N,2015-01-28T09:29:00.000,MD,20874.0
570,1.0,39.0,39.0,1.0,2.0,19400.0,MCPD,5N1,16050701,GERMANTOWN,2016-10-03 06:20:04,GERMANTOWN,2016-10-03T06:00:00.000,"{'type': 'Point', 'coordinates': [-77.251661, 39.171608]}",201101259,1412,39.17160755398966,19400  WARING STATION RD,-77.25166130340156,VANDALISM-MOTOR VEHICLE,Street - Residential,5D,447.0,N,2016-10-02T19:00:00.000,MD,20874.0
571,1.0,110.0,5.0,1.0,1.0,3200.0,MCPD,2D1,16049858,CHEVY CHASE,2016-09-28 07:48:24,BETHESDA,2016-09-28T07:30:00.000,"{'type': 'Point', 'coordinates': [-77.065908, 38.996166]}",201101260,0624,38.996165681021985,3200  COQUELIN TER,-77.06590791900659,LARCENY FROM AUTO $50 - $199,Street - Residential,2D,38.0,D,2016-09-27T17:00:00.000,MD,20815.0
572,1.0,60.0,19.0,1.0,1.0,5700.0,MCPD,1A2,16050766,ROCKVILLE,2016-10-03 14:11:02,ROCKVILLE,2016-10-03T14:05:00.000,"{'type': 'Point', 'coordinates': [-77.11366, 39.056025]}",201101261,0623,39.056025315630755,5700  BOU AVE,-77.11365960240416,LARCENY SHOPLIFTING $50 - $199,Retail - Department/Discount Store,1D,271.0,A,2016-10-03T13:55:00.000,MD,20852.0
573,,,,,,,RCPD,1A1,15004951,ROCKVILLE,2015-01-31 00:09:22,ROCKVILLE,2015-01-31T00:10:00.000,,201008889,2812,,TOWER OAKS  BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,1D,264.0,A,2015-01-31T00:10:00.000,MD,20850.0
574,1.0,12.0,18.0,1.0,5.0,11600.0,MCPD,3I1,16050770,SILVER SPRING,2016-10-03 08:30:00,SILVER SPRING,2016-09-30T18:10:00.000,"{'type': 'Point', 'coordinates': [-76.985029, 39.045514]}",201101262,0617,39.0455140063353,11600  STEWART LN,-76.98502906629359,LARCENY FROM BUILDING OVER $200,Residence - Apt Ofc/Storage,3D,145.0,I,2016-09-30T15:16:00.000,MD,
575,,,,,,,MCPD,8T2,15004948,TAKOMA PARK,2015-01-31 00:09:34,TAKOMA PARK,2015-01-31T02:00:00.000,,201009318,2812,,SLIGO CREEK  PKW,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,TPPD,803.0,T,2015-01-31T00:09:00.000,MD,20901.0
576,,,,,,,MCPD,5M1,15005575,GERMANTOWN,2015-02-04 00:22:16,GERMANTOWN,,,201009399,1834,,MIDDLEBROOK  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2015-02-04T00:22:00.000,MD,20876.0
577,1.0,71.0,25.0,12.0,3.0,1000.0,MCPD,1A2,16050774,ROCKVILLE,2016-10-03 08:33:12,ROCKVILLE,2016-09-03T23:59:00.000,"{'type': 'Point', 'coordinates': [-77.137735, 39.094245]}",201101263,2941,39.0942452195941,1000  TAFT ST,-77.13773523391741,LOST PROPERTY,Commercial - Office Building,1D,287.0,A,2016-09-03T00:01:00.000,MD,20850.0
578,,,,,,,MCPD,5N2,15005780,GERMANTOWN,2015-02-04 22:58:10,GERMANTOWN,,,201009666,1511,,PALMETTO  CIR,,WEAPON CONCEALED HANDGUN,Street - Residential,5D,596.0,N,2015-02-04T22:58:00.000,MD,20874.0
579,1.0,36.0,39.0,1.0,2.0,20900.0,MCPD,5M1,16050883,GERMANTOWN,2016-10-04 06:36:59,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.244918, 39.198418]}",201101264,2942,39.198417512679036,20900  FREDERICK RD,-77.24491824136594,MENTAL TRANSPORT,Residence - Apartment/Condo,5D,701.0,M,2016-10-04T06:36:00.000,MD,
580,,,,,,,MCPD,6P3,15006186,GAITHERSBURG,2015-02-07 00:43:17,MONTGOMERY VILLAGE,,,201009933,2791,,OLDE TOWNE  AVE,,ALL OTHER NON-TRAFFIC CRIM OFFENSES,Street - Other,6D,431.0,P,2015-02-07T00:43:00.000,MD,20879.0
581,,,,,,700.0,MCPD,,15006664,WASHINGTON,2015-02-09 23:23:18,OTHER,2015-02-09T01:00:00.000,,201010263,2938,,700  QUACKENBOS ST NW,,POL INFORMATION,Residence - Other,OTHER,0.0,,2015-02-07T00:00:00.000,DC,20011.0
582,,,,,,,MCPD,5M1,15002477,GERMANTOWN,2015-01-15 22:41:52,GERMANTOWN,2015-01-15T22:42:00.000,,201010353,1834,,MIDDLEBROOK  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2015-01-15T22:41:00.000,MD,20874.0
583,,,,,,,MCPD,6P1,15006154,ROCKVILLE,2015-02-06 22:22:38,MONTGOMERY VILLAGE,,,201010540,2812,,SAM EIG  HWY,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,441.0,P,2015-02-06T22:22:00.000,MD,20878.0
584,,,,,,,MCPD,4K2,15025062,SILVER SPRING,2015-05-25 02:08:41,WHEATON,,,201025157,2812,,WELLER  RD,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,4D,336.0,K,2015-05-25T02:08:00.000,MD,20906.0
585,,,,,,,RCPD,1A1,15007668,ROCKVILLE,2015-02-15 23:56:17,ROCKVILLE,2015-02-15T23:56:00.000,,201011045,1834,,WOOTTON  PKW,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,1D,264.0,A,2015-02-15T23:56:00.000,MD,20852.0
586,1.0,31.0,36.0,21.0,3.0,1000.0,MCPD,6R2,16050885,GAITHERSBURG,2016-10-04 07:08:14,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.215752, 39.160795]}",201101266,0619,39.16079527016858,1000  TRAVIS LN,-77.21575243812458,LARCENY OTHER OVER $200,Street - Bus Stop,6D,545.0,R,2016-10-04T07:08:00.000,MD,
587,,,,,,,MCPD,6R1,15007928,MONTGOMERY VILLAGE,2015-02-18 01:31:38,MONTGOMERY VILLAGE,,,201011320,2812,,TRAVIS  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,426.0,R,2015-02-18T01:31:00.000,MD,20877.0
588,,,,,,,MCPD,6R2,15008293,GAITHERSBURG,2015-02-20 07:56:16,MONTGOMERY VILLAGE,,,201011594,0614,,TRAVIS  AVE,,LARCENY FROM AUTO OVER $200,Street - Residential,6D,545.0,R,2015-02-20T07:56:00.000,MD,20886.0
589,,,,,,,GPD,6R3,15009208,GAITHERSBURG,2015-02-26 07:29:30,MONTGOMERY VILLAGE,2015-02-25T15:25:00.000,,201012269,0821,,OLD MAC DONALD  RD,,SIMPLE ASSAULT - CITIZEN,Street - Bus Stop,6D,420.0,R,2015-02-25T15:20:00.000,MD,20877.0
590,1.0,71.0,25.0,12.0,3.0,1.0,RCPD,1A3,16050890,ROCKVILLE,2016-10-04 07:27:20,ROCKVILLE,2016-10-04T07:27:00.000,"{'type': 'Point', 'coordinates': [-77.153716, 39.088626]}",201101267,2913,39.08862602845798,1   DAWSON AVE,-77.1537164839276,SUDDEN DEATH NATURAL,Residence - Apartment/Condo,1D,254.0,A,2016-10-04T07:27:00.000,MD,20850.0
591,,,,,,,GPD,6P2,15008474,GAITHERSBURG,2015-02-21 02:26:19,MONTGOMERY VILLAGE,,,201011847,2812,,E DIAMOND  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,428.0,P,2015-02-21T02:26:00.000,MD,20877.0
592,1.0,21.0,13.0,1.0,5.0,10200.0,MCPD,3H2,16050886,SILVER SPRING,2016-10-04 06:53:40,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.014405, 39.022624]}",201101268,2943,39.02262392706533,10200  LORAIN AVE,-77.014405330837,MISSING PERSON,Residence - Single Family,3D,157.0,H,2016-10-01T10:00:00.000,MD,20901.0
593,,,,,,,MCPD,3H1,15008808,TAKOMA PARK,2015-02-23 21:03:28,SILVER SPRING,2015-02-23T21:03:00.000,,201011952,1834,,PINEY BRANCH  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,3D,126.0,H,2015-02-23T21:00:00.000,MD,20901.0
594,,,,,,,MCPD,5N2,15008823,GERMANTOWN,2015-02-24 00:27:54,GERMANTOWN,,,201011980,2942,,STEEPLE  RD,,MENTAL TRANSPORT,Street - Other,5D,596.0,N,2015-02-24T00:27:00.000,MD,20874.0
595,,,,,,,MCPD,2D1,15008832,SILVER SPRING,2015-02-24 04:50:14,BETHESDA,,,201011989,0331,,ROSEMARY HILLS  DR,,ROB OTHER WEAPON - STREET,Street - Residential,2D,517.0,D,2015-02-24T04:50:00.000,MD,20814.0
596,1.0,60.0,19.0,1.0,1.0,11300.0,MCPD,2D4,16050900,ROCKVILLE,2016-10-04 07:49:40,BETHESDA,2016-10-04T07:30:00.000,"{'type': 'Point', 'coordinates': [-77.120034, 39.041356]}",201101269,0713,39.04135611528652,11300  EMPIRE LN,-77.12003424269093,AUTO THEFT - OTHER VEHICLES,Parking Lot - Residential,2D,189.0,D,2016-10-03T22:00:00.000,MD,20852.0
597,1.0,33.0,36.0,21.0,3.0,200.0,GPD,6P1,16050372,GAITHERSBURG,2016-09-30 23:18:16,MONTGOMERY VILLAGE,2016-09-30T23:15:00.000,"{'type': 'Point', 'coordinates': [-77.207333, 39.129908]}",201101270,1413,39.12990812900382,200  MUDDY BRANCH RD,-77.20733310530153,VANDALISM-COMMERCIAL EST,Retail - Other,6D,550.0,P,2016-09-30T23:15:00.000,MD,20878.0
598,,,,,,,GPD,6P2,15008645,GAITHERSBURG,2015-02-22 20:51:43,MONTGOMERY VILLAGE,2015-02-22T21:12:00.000,,201012333,2812,,SEBASTIANI  BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,554.0,P,2015-02-22T20:51:00.000,MD,20878.0
599,,,,,,,GPD,6P2,15009331,GAITHERSBURG,2015-02-26 22:26:18,MONTGOMERY VILLAGE,,,201012376,1834,,MONTGOMERY VILLAGE  AVE,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,6D,425.0,P,2015-02-26T22:26:00.000,MD,20877.0
600,1.0,53.0,20.0,1.0,1.0,10800.0,MCPD,1B1,16050894,POTOMAC,2016-10-04 07:16:51,ROCKVILLE,2016-10-04T07:15:00.000,"{'type': 'Point', 'coordinates': [-77.166427, 39.032501]}",201101271,0614,39.03250063232148,10800  DEBORAH DR,-77.16642673693525,LARCENY FROM AUTO OVER $200,Parking Lot - Residential,1D,221.0,B,2016-10-03T12:15:00.000,MD,20854.0
601,1.0,21.0,8.0,1.0,5.0,9100.0,MCPD,3H1,16050896,SILVER SPRING,2016-10-04 08:13:26,SILVER SPRING,2016-10-04T08:33:00.000,"{'type': 'Point', 'coordinates': [-76.996691, 39.004327]}",201101272,2413,39.00432652807308,9100  SEPTEMBER LN,-76.99669106234468,DISORDERLY CONDUCT,Street - Residential,3D,133.0,H,2016-10-04T08:13:00.000,MD,
602,,,,,,,MCPD,5M1,15010534,GERMANTOWN,2015-03-07 02:00:12,GERMANTOWN,,,201013302,1834,,GATESHEAD  CIR,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2015-03-07T02:00:00.000,MD,20876.0
603,,,,,,,MCPD,3I2,15009844,LAUREL,2015-03-02 10:32:52,SILVER SPRING,2015-03-02T10:30:00.000,,201013322,0615,,WEXHALL  DR,,LARCENY AUTO PART OVER $200,Street - Residential,3D,381.0,I,2015-03-01T21:20:00.000,MD,20866.0
604,1.0,44.0,50.0,1.0,2.0,13100.0,MCPD,5M3,16050906,CLARKSBURG,2016-10-04 08:53:50,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.275491, 39.236935]}",201101273,1013,39.23693450610081,13100  BREWERS TAVERN TER,-77.27549118065916,FORGERY/CNTRFT - IDENTITY THEFT,Residence - Single Family,5D,476.0,M,2016-10-04T08:53:00.000,MD,
605,1.0,36.0,39.0,1.0,2.0,11400.0,MCPD,5M1,16050764,GERMANTOWN,2016-10-03 13:15:01,GERMANTOWN,2016-10-03T00:00:00.000,"{'type': 'Point', 'coordinates': [-77.239066, 39.198509]}",201101274,2742,39.198509445364095,11400  SCOTTSBURY TER,-77.23906643841748,EX PARTE/PROTECT. ORDER VIOL.,Residence - Single Family,5D,472.0,M,2016-10-03T13:15:00.000,MD,20876.0
606,,,,,,,MCPD,6P1,15011450,ROCKVILLE,2015-03-12 14:26:17,MONTGOMERY VILLAGE,,,201014055,1834,,SAM EIG  HWY,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,6D,441.0,P,2015-03-12T14:26:00.000,MD,20878.0
607,1.0,12.0,53.0,1.0,5.0,13800.0,MCPD,3I2,16050888,SILVER SPRING,2016-10-04 07:02:57,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-76.953556, 39.081937]}",201101275,0514,39.08193744610147,13800  OLD COLUMBIA PIKE,-76.95355573062444,BURG FORCE-COMM/NIGHT,Retail - Dry Cleaner,3D,379.0,I,2016-10-04T03:30:00.000,MD,20904.0
608,1.0,33.0,36.0,21.0,3.0,1300.0,MCPD,6P2,16050904,GAITHERSBURG,2016-10-04 08:17:59,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.224746, 39.134633]}",201101277,1834,39.13463252540408,1300  QUINCE ORCHARD BLVD,-77.2247456129936,CDS-POSS MARIJUANA/HASHISH,Street - Other,6D,443.0,P,2016-10-04T08:17:00.000,MD,20878.0
609,1.0,53.0,20.0,1.0,1.0,10800.0,MCPD,1B1,16050911,POTOMAC,2016-10-04 09:13:16,ROCKVILLE,2016-10-04T08:15:00.000,"{'type': 'Point', 'coordinates': [-77.172772, 39.034246]}",201101278,0521,39.034246211948,10800  OLD COACH RD,-77.17277233402116,BURG NO FORCE - RES/NIGHT,Residence - Garage,1D,221.0,B,2016-10-03T21:00:00.000,MD,20854.0
610,1.0,60.0,19.0,1.0,1.0,5800.0,MCPD,2D4,16050919,ROCKVILLE,2016-10-04 09:16:45,BETHESDA,2016-10-04T09:45:00.000,"{'type': 'Point', 'coordinates': [-77.118084, 39.040231]}",201101279,0711,39.040230735533854,5800  EDSON LN,-77.11808430861456,AUTO THEFT - PASSENGER VEHICLE,Parking Lot - Residential,2D,189.0,D,2016-10-03T22:00:00.000,MD,20852.0
611,,,,,,,MCPD,2D1,15012164,CHEVY CHASE,2015-03-16 20:41:49,BETHESDA,,,201014757,2791,,BEACH  DR,,ALL OTHER NON-TRAFFIC CRIM OFFENSES,Street - In vehicle,2D,38.0,D,2015-03-16T20:41:00.000,MD,20815.0
612,,,,,,,GPD,6P1,15012633,ROCKVILLE,2015-03-19 08:29:36,MONTGOMERY VILLAGE,,,201015003,1834,,SAM EIG  HWY,,CDS-POSS MARIJUANA/HASHISH,Street - Commercial,6D,441.0,P,2015-03-19T08:29:00.000,MD,20879.0
613,,,,,,,MCPD,1A1,15014234,ROCKVILLE,2015-03-28 01:59:55,ROCKVILLE,,,201016320,1824,,TOWER OAKS  BLV,,CDS-SELL-MARIJUANA/HASHISH,Street - In vehicle,1D,264.0,A,2015-03-28T01:59:00.000,MD,20851.0
614,,,,,,,MCPD,2D3,15015097,SILVER SPRING,2015-04-01 23:49:55,BETHESDA,2015-04-02T02:30:00.000,,201017039,2812,,BEACH  DR,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,2D,178.0,D,2015-04-01T23:49:00.000,MD,20895.0
615,,,,,,,MCPD,1A2,15014354,ROCKVILLE,2015-03-29 01:05:33,ROCKVILLE,,,201016422,2812,,CHAPMAN  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,1D,271.0,A,2015-03-29T01:05:00.000,MD,20852.0
616,1.0,31.0,36.0,21.0,3.0,900.0,GPD,6R1,16050881,GAITHERSBURG,2016-10-04 06:01:04,MONTGOMERY VILLAGE,2016-10-04T06:01:00.000,"{'type': 'Point', 'coordinates': [-77.212736, 39.16524]}",201101282,0634,39.16524046642803,900  WINDBROOKE DR,-77.21273553962442,LARCENY FROM AUTO UNDER $50,Parking Lot - Residential,6D,426.0,R,2016-10-04T05:50:00.000,MD,20879.0
617,1.0,35.0,36.0,21.0,3.0,400.0,GPD,6R1,16050743,GAITHERSBURG,2016-10-03 11:47:11,MONTGOMERY VILLAGE,2016-10-02T12:00:00.000,"{'type': 'Point', 'coordinates': [-77.200844, 39.149152]}",201101283,0617,39.14915153604968,400  RUSSELL AVE,-77.20084423779522,LARCENY FROM BUILDING OVER $200,Residence - Apartment/Condo,6D,548.0,R,2016-09-03T12:00:00.000,MD,20877.0
618,,,,,,,MCPD,6P2,15013842,GAITHERSBURG,2015-03-25 21:04:50,MONTGOMERY VILLAGE,,,201016605,1834,,QUINCE ORCHARD  RD,,CDS-POSS MARIJUANA/HASHISH,Street - Alley,6D,425.0,P,2015-03-25T21:04:00.000,MD,20878.0
619,,,,,,,MCPD,1A2,15014699,SILVER SPRING,2015-03-31 02:54:08,ROCKVILLE,,,201016712,2812,,PARKLAWN  DR,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,1D,306.0,A,2015-03-31T02:54:00.000,MD,20852.0
620,,,,,,,MCPD,3I2,15015102,SILVER SPRING,2015-04-01 23:43:13,SILVER SPRING,,,201017053,1833,,TEAGARDEN  CIR,,CDS-POSS COCAINE& DERIVATIVES,Street - In vehicle,3D,380.0,I,2015-04-01T23:43:00.000,MD,20904.0
621,1.0,97.0,34.0,1.0,1.0,16400.0,MCPD,1B3,16044982,POOLESVILLE,2016-09-02 19:38:50,ROCKVILLE,,"{'type': 'Point', 'coordinates': [-77.382031, 39.125523]}",201101285,2913,39.12552290333852,16400  PARTNERSHIP RD,-77.38203114009852,SUDDEN DEATH NATURAL,Street - In vehicle,1D,691.0,B,2016-09-02T19:38:00.000,MD,20837.0
622,1.0,36.0,39.0,1.0,2.0,20000.0,MCPD,5M1,16050724,GERMANTOWN,2016-10-03 07:29:53,GERMANTOWN,2016-10-03T07:20:00.000,"{'type': 'Point', 'coordinates': [-77.238853, 39.18342]}",201101286,0614,39.183420459899644,20000  FREDERICK RD,-77.23885283299916,LARCENY FROM AUTO OVER $200,Parking Lot - Residential,5D,468.0,M,2016-10-02T15:00:00.000,MD,
623,,,,,,,MCPD,3H2,15015497,SILVER SPRING,2015-04-04 02:42:15,SILVER SPRING,2015-04-04T02:42:00.000,,201017403,1834,,UNIVERSITY E BLV,,CDS-POSS MARIJUANA/HASHISH,Street - Commercial,3D,156.0,H,2015-04-04T02:42:00.000,MD,20901.0
624,,,,,,,MCPD,5N2,15015587,GERMANTOWN,2015-04-04 20:06:41,GERMANTOWN,,,201017427,2012,,POPPYSEED  LA,,FAMILY OFFENSE-NEGLECT/CHILD,Street - Residential,5D,594.0,N,2015-04-04T20:06:00.000,MD,20874.0
625,1.0,51.0,36.0,1.0,3.0,16700.0,MCPD,6P3,16050925,DERWOOD,2016-10-04 10:01:15,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.167583, 39.128867]}",201101287,0341,39.12886712865309,16700  CRABBS BRANCH WAY,-77.1675827004993,ROB STNG ARM - STREET,Street - Other,6D,551.0,P,2016-10-04T00:01:00.000,MD,20855.0
626,1.0,100.0,58.0,1.0,4.0,18100.0,MCPD,4J2,16050912,OLNEY,2016-10-04 08:51:39,WHEATON,,"{'type': 'Point', 'coordinates': [-77.056961, 39.154227]}",201101289,0617,39.15422681717644,18100  PRINCE PHILIP DR,-77.05696073153814,LARCENY FROM BUILDING OVER $200,Hospital/Emergency Care Center,4D,401.0,J,2016-10-04T08:51:00.000,MD,20832.0
627,1.0,3065.0,7.0,1.0,5.0,1200.0,MCPD,3G1,16050895,SILVER SPRING,2016-10-04 06:58:46,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.029046, 38.990057]}",201101290,0711,38.990056683861845,1200  EAST WEST HWY,-77.02904563736863,AUTO THEFT - PASSENGER VEHICLE,Residence - Garage,3D,668.0,G,2016-10-04T06:58:00.000,MD,20910.0
628,,,,,,,MCPD,3I1,15016436,SILVER SPRING,2015-04-09 12:36:53,SILVER SPRING,2015-04-09T12:37:00.000,,201018187,2812,,MILESTONE CUTOVER  DR,,DRIVING UNDER THE INFLUENCE,Street - Residential,3D,148.0,I,2015-04-09T12:36:00.000,MD,20904.0
629,1.0,100.0,58.0,1.0,4.0,18100.0,MCPD,4J2,16050921,OLNEY,2016-10-04 09:22:44,WHEATON,2016-10-04T03:00:00.000,"{'type': 'Point', 'coordinates': [-77.092445, 39.154517]}",201101291,1713,39.15451665712225,18100  IVY LN,-77.09244522848631,SEX  OFFENSE - INDECENT PHONE CALL,Residence - Single Family,4D,539.0,J,2016-10-03T16:00:00.000,MD,20832.0
630,,,,,,6500.0,MCPD,,15006012,HYATTSVILLE,2015-02-06 07:39:26,OTHER,,,201018501,2938,,6500  ADELPHI RD,,POL INFORMATION,Street - In vehicle,OTHER,0.0,,2015-02-06T07:39:00.000,MD,20782.0
631,,,,,,,MCPD,6R1,15016987,MONTGOMERY VILLAGE,2015-04-12 21:14:45,MONTGOMERY VILLAGE,,,201018677,1412,,TRAVIS  AVE,,VANDALISM-MOTOR VEHICLE,Street - Other,6D,426.0,R,2015-04-12T21:14:00.000,MD,20879.0
632,,,,,,,GPD,6R2,15017136,GAITHERSBURG,2015-04-13 17:42:17,MONTGOMERY VILLAGE,2015-04-13T17:42:00.000,,201018728,2216,,TRAVIS  AVE,,LIQUOR - DRINK IN PUB OVER 21,Street - Bus Stop,6D,545.0,R,2015-04-13T17:42:00.000,MD,20877.0
